Gene,KEGG
Os06g0701400 ,Ribosome
Os01g0693800 ,"Glycine, serine and threonine metabolism, Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os03g0249500 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os02g0274100 ,"Fatty acid degradation, alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
Os01g0328700 ,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Glycine, serine and threonine metabolism, Valine, leucine and isoleucine degradation, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os08g0500100 ,Peroxisome
Os03g0143400 ,RNA degradation
Os11g0456300 ,"Ubiquitin mediated proteolysis, Protein processing in endoplasmic reticulum"
Os03g0196800 ,Ribosome
Os12g0263200 ,"Biosynthesis of secondary metabolites - unclassified, Biosynthesis of secondary metabolites"
Os11g0605500 ,"Fatty acid degradation, alpha-Linolenic acid metabolism, Biosynthesis of unsaturated fatty acids, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Peroxisome"
Os07g0282401 ,"Carotenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0826600 ,"Inositol phosphate metabolism, Glycerophospholipid metabolism, Ether lipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0283600 ,"Glycerophospholipid metabolism, Metabolic pathways"
Os01g0905800 ,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os01g0231000 ,Plant hormone signal transduction
Os03g0563300 ,"Porphyrin and chlorophyll metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os04g0538700 ,Autophagy - other
Os01g0580100 ,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Metabolic pathways"
Os01g0896800 ,Ribosome
Os01g0765000 ,"Pyrimidine metabolism, Metabolic pathways"
Os03g0424800 ,Ribosome
Os02g0539500 ,MAPK signaling pathway - plant
Os07g0563800 ,Endocytosis
Os01g0232700 ,"Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os06g0259000 ,"Inositol phosphate metabolism, Metabolic pathways, Phosphatidylinositol signaling system, Phagosome"
Os02g0170100 ,"Glycine, serine and threonine metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os03g0844700 ,Protein export
Os11g0195100 ,Protein export
Os12g0615400 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0285700 ,"Ascorbate and aldarate metabolism, Glutathione metabolism"
Os09g0511700 ,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os10g0135600 ,"Glycerolipid metabolism, Metabolic pathways"
Os12g0562700 ,ABC transporters
Os02g0102400 ,Ribosome
Os05g0565000 ,Ribosome
Os10g0415300 ,Glutathione metabolism
Os11g0538900 ,"Citrate cycle (TCA cycle), Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os07g0627000 ,"Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0715400 ,"Starch and sucrose metabolism, Metabolic pathways"
Os08g0154200 ,Spliceosome
Os02g0591700 ,Ribosome
Os12g0290150 ,"Nicotinate and nicotinamide metabolism, Metabolic pathways"
Os12g0152900 ,Plant hormone signal transduction
Os09g0565500 ,RNA transport
Os08g0557700 ,Plant hormone signal transduction
Os06g0574500 ,"mRNA surveillance pathway, Autophagy - other"
Os01g0978100 ,"Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os01g0662700 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0225000 ,"Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Fatty acid metabolism"
Os01g0847600 ,"Glycolysis / Gluconeogenesis, Pentose and glucuronate interconversions, Glycerolipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0460600 ,"Riboflavin metabolism, Folate biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0103300 ,"Tyrosine metabolism, Metabolic pathways"
Os08g0558100 ,Plant-pathogen interaction
Os07g0164500 ,"N-Glycan biosynthesis, Metabolic pathways"
Os02g0803700 ,Proteasome
Os02g0794700 ,"Glutathione metabolism, Metabolic pathways"
Os03g0699700 ,Linoleic acid metabolism
Os06g0173100 ,Proteasome
Os02g0244700 ,"Pyruvate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Carbon metabolism"
Os05g0515400 ,Plant hormone signal transduction
Os06g0708100 ,Terpenoid backbone biosynthesis
Os08g0120600 ,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os08g0243100 ,Pantothenate and CoA biosynthesis
Os07g0461900 ,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os02g0804100 ,Ribosome
Os05g0149300 ,"Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0498400 ,RNA transport
Os05g0429000 ,"Glycine, serine and threonine metabolism, Cyanoamino acid metabolism, Glyoxylate and dicarboxylate metabolism, One carbon pool by folate, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os04g0497350 ,Autophagy - other
Os08g0453700 ,"MAPK signaling pathway - plant, Plant-pathogen interaction"
Os02g0245100 ,Peroxisome
Os06g0306300 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0821800 ,Ribosome biogenesis in eukaryotes
Os12g0636000 ,Protein processing in endoplasmic reticulum
Os01g0681200 ,"Fatty acid biosynthesis, Fatty acid degradation, Metabolic pathways, Fatty acid metabolism, Peroxisome"
Os06g0105400 ,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os03g0648400 ,Protein processing in endoplasmic reticulum
Os04g0175600 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0533500 ,"Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os05g0114000 ,Oxidative phosphorylation
Os05g0368300 ,Ribosome
Os01g0534700 ,ABC transporters
Os06g0726200 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways, MAPK signaling pathway - plant"
Os05g0517500 ,Folate biosynthesis
Os02g0107000 ,Spliceosome
Os08g0245200 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Phenylalanine metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0621300 ,"Cutin, suberine and wax biosynthesis, Biosynthesis of secondary metabolites"
Os01g0962600 ,Ribosome
Os07g0586500 ,Ubiquitin mediated proteolysis
Os07g0167000 ,RNA transport
Os03g0238600 ,"Riboflavin metabolism, Metabolic pathways"
Os03g0333400 ,"Photosynthesis, Metabolic pathways"
Os07g0517100 ,Protein processing in endoplasmic reticulum
Os02g0797200 ,Ribosome
Os10g0437600 ,"Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os12g0515600 ,"Purine metabolism, Metabolic pathways"
Os05g0132100 ,"Fatty acid biosynthesis, Fatty acid degradation, Metabolic pathways, Fatty acid metabolism, Peroxisome"
Os01g0963000 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0154225 ,Spliceosome
Os04g0473400 ,Ribosome
Os09g0464000 ,Nitrogen metabolism
Os05g0116100 ,"Ascorbate and aldarate metabolism, Glutathione metabolism, Metabolic pathways"
Os02g0125100 ,"Valine, leucine and isoleucine biosynthesis, C5-Branched dibasic acid metabolism, Glucosinolate biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os06g0181566 ,Ribosome
Os01g0388000 ,Brassinosteroid biosynthesis
Os02g0109100 ,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0473900 ,"Starch and sucrose metabolism, Metabolic pathways"
Os01g0869900 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os01g0799500 ,Base excision repair
Os12g0533700 ,Aminoacyl-tRNA biosynthesis
Os01g0151400 ,"Taurine and hypotaurine metabolism, Cyanoamino acid metabolism, Glutathione metabolism, Arachidonic acid metabolism, Metabolic pathways"
Os09g0482100 ,"Protein processing in endoplasmic reticulum, Plant-pathogen interaction"
Os05g0388500 ,Ribosome
Os06g0109600 ,"Pyrimidine metabolism, Metabolic pathways"
Os02g0562700 ,"Glyoxylate and dicarboxylate metabolism, Butanoate metabolism, Metabolic pathways, Carbon metabolism"
Os04g0640700 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os05g0319100 ,Fructose and mannose metabolism
Os03g0685000 ,Photosynthesis
Os01g0834600 ,Ribosome
Os02g0196600 ,MAPK signaling pathway - plant
Os11g0168200 ,Ribosome
Os07g0414800 ,Endocytosis
Os01g0720500 ,"Photosynthesis - antenna proteins, Metabolic pathways"
Os02g0625500 ,"Purine metabolism, Metabolic pathways"
Os08g0529100 ,Proteasome
Os03g0337600 ,"Porphyrin and chlorophyll metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0608300 ,Spliceosome
Os11g0169900 ,"Oxidative phosphorylation, Metabolic pathways, Phagosome"
Os01g0276000 ,Ribosome
Os11g0482000 ,Ribosome
Os07g0415200 ,Ribosome
Os03g0835900 ,Photosynthesis
Os01g0687500 ,"One carbon pool by folate, Aminoacyl-tRNA biosynthesis"
Os05g0555800 ,Ribosome
Os05g0301500 ,"N-Glycan biosynthesis, Metabolic pathways, Protein processing in endoplasmic reticulum"
Os07g0633800 ,Ubiquitin mediated proteolysis
Os07g0617800 ,"Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Carbon metabolism, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os07g0100200 ,Vitamin B6 metabolism
Os04g0643200 ,"Aminoacyl-tRNA biosynthesis, Metabolic pathways"
Os09g0485900 ,Ribosome
Os04g0442300 ,Plant hormone signal transduction
Os06g0232600 ,"Ascorbate and aldarate metabolism, Glutathione metabolism, Metabolic pathways"
Os05g0224800 ,"Cysteine and methionine metabolism, Metabolic pathways"
Os01g0600500 ,"Vitamin B6 metabolism, Metabolic pathways"
Os02g0697400 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Phenylalanine metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0548900 ,Proteasome
Os04g0513100 ,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os07g0688000 ,"Purine metabolism, Glycerophospholipid metabolism"
Os08g0409100 ,"Starch and sucrose metabolism, Metabolic pathways"
Os11g0152700 ,Plant hormone signal transduction
Os04g0381600 ,"Thiamine metabolism, Metabolic pathways"
Os02g0111700 ,Ribosome
Os03g0209600 ,"Selenocompound metabolism, Aminoacyl-tRNA biosynthesis"
Os03g0304400 ,Homologous recombination
Os08g0110100 ,Ribosome
Os03g0295400 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, RNA polymerase"
Os03g0390200 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os01g0120300 ,Aminoacyl-tRNA biosynthesis
Os06g0566100 ,Spliceosome
Os09g0521400 ,"Synthesis and degradation of ketone bodies, Valine, leucine and isoleucine degradation, Butanoate metabolism, Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os09g0451000 ,"Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0279400 ,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os12g0572400 ,Spliceosome
Os02g0716500 ,"Biosynthesis of unsaturated fatty acids, Fatty acid metabolism"
Os05g0156500 ,Protein processing in endoplasmic reticulum
Os08g0530000 ,"Pyrimidine metabolism, Metabolic pathways"
Os11g0137100 ,Ribosome biogenesis in eukaryotes
Os05g0163250 ,Spliceosome
Os01g0375000 ,Ribosome biogenesis in eukaryotes
Os05g0243300 ,Ribosome
Os05g0592400 ,"Nucleotide excision repair, Ubiquitin mediated proteolysis"
Os03g0227700 ,"Brassinosteroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os04g0584600 ,Plant-pathogen interaction
Os05g0104800 ,RNA transport
Os03g0401300 ,"Starch and sucrose metabolism, Metabolic pathways"
Os09g0279500 ,"RNA transport, mRNA surveillance pathway, RNA degradation"
Os01g0857300 ,Metabolic pathways
Os08g0428900 ,"Inositol phosphate metabolism, Metabolic pathways, Phosphatidylinositol signaling system, Phagosome"
Os03g0105600 ,Phagosome
Os07g0576000 ,Ubiquinone and other terpenoid-quinone biosynthesis
Os01g0376700 ,Starch and sucrose metabolism
Os06g0568200 ,"Oxidative phosphorylation, Metabolic pathways, Phagosome"
Os02g0664200 ,Protein processing in endoplasmic reticulum
Os07g0437500 ,"Tyrosine metabolism, Phenylalanine metabolism, Tryptophan metabolism, Isoquinoline alkaloid biosynthesis, Betalain biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os04g0569000 ,"DNA replication, Nucleotide excision repair, Mismatch repair"
Os02g0550100 ,"Oxidative phosphorylation, Metabolic pathways, Phagosome"
Os07g0577700 ,"Citrate cycle (TCA cycle), Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os01g0176200 ,Flavone and flavonol biosynthesis
Os02g0788400 ,RNA transport
Os06g0237200 ,"Base excision repair, Non-homologous end-joining"
Os09g0323000 ,"Galactose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os01g0140500 ,Ribosome
Os02g0115900 ,"Protein export, Protein processing in endoplasmic reticulum"
Os06g0270900 ,"Glycolysis / Gluconeogenesis, Ascorbate and aldarate metabolism, Fatty acid degradation, Valine, leucine and isoleucine degradation, Lysine degradation, Arginine and proline metabolism, Histidine metabolism, Tryptophan metabolism, beta-Alanine metabolism, Glycerolipid metabolism, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0114300 ,"Ascorbate and aldarate metabolism, Metabolic pathways"
Os05g0542800 ,"Pentose and glucuronate interconversions, Metabolic pathways"
Os03g0579300 ,Ribosome
Os03g0806900 ,"Oxidative phosphorylation, Metabolic pathways"
Os05g0526800 ,"Flavonoid biosynthesis, Biosynthesis of secondary metabolites"
Os07g0604800 ,Amino sugar and nucleotide sugar metabolism
Os10g0498600 ,Spliceosome
Os04g0448600 ,"Glutathione metabolism, Metabolic pathways"
Os08g0254500 ,"Protein export, Protein processing in endoplasmic reticulum, Phagosome"
Os02g0815500 ,"Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os10g0462900 ,RNA degradation
Os03g0177500 ,RNA transport
Os05g0543200 ,RNA transport
Os01g0194300 ,Plant hormone signal transduction
Os09g0439200 ,Plant hormone signal transduction
Os11g0236100 ,"Starch and sucrose metabolism, Metabolic pathways"
Os01g0248701 ,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os11g0191400 ,"Nicotinate and nicotinamide metabolism, Metabolic pathways"
Os05g0560900 ,"Diterpenoid biosynthesis, Biosynthesis of secondary metabolites"
Os07g0124600 ,mRNA surveillance pathway
Os01g0808100 ,Plant hormone signal transduction
Os01g0265100 ,Endocytosis
Os06g0683200 ,Ribosome
Os12g0183200 ,"Inositol phosphate metabolism, Sulfur metabolism, Metabolic pathways, Phosphatidylinositol signaling system"
Os02g0134400 ,"Alanine, aspartate and glutamate metabolism, Nicotinate and nicotinamide metabolism, Metabolic pathways"
Os07g0675000 ,"Fatty acid degradation, Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Fatty acid metabolism"
Os03g0746600 ,Autophagy - other
Os01g0282800 ,Phagosome
Os02g0187800 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0528900 ,Ribosome
Os02g0817600 ,Plant hormone signal transduction
Os07g0623300 ,Spliceosome
Os02g0554300 ,"Inositol phosphate metabolism, Metabolic pathways, Phosphatidylinositol signaling system"
Os10g0579500 ,Ribosome
Os02g0834000 ,"Phagosome, AGE-RAGE signaling pathway in diabetic complications"
